SKU;ID Tiny;Estoque
8.25.47.48.18;809549085;0
8.25.47.51.11;809549738;0
8.25.47.53.07;809549597;0
8.25.47.55.18;809549626;0
8.25.47.56.18;809549552;0
8.25.47.57.06;809549571;0
8.25.47.59.72;809548861;0
8.25.47.60.11;809548882;0
8.25.47.66.92;811370170;0
8.25.47.67.01;811370288;0
8.25.47.68.10;811911426;0
8.25.47.78.07;812028072;0
8.25.47.79.16;812028051;0
8.25.47.85.07;809541436;0
8.25.47.86.18;809541461;0
8.25.47.90.18;809541793;0
8.25.47.95.71;812028779;0
8.25.47.96.06;811860451;0
8.25.47.97.03;811860463;0
8.25.47.98.03;811860475;0
8.25.47.99.06;811860647;0
8.25.53.09.00;811850275;0
8.25.53.10.00;811934984;0
8.25.53.100.00;811855185;0
8.25.53.101.00;811855175;0
8.25.53.102.00;812011495;0
8.25.53.103.00;811855144;0
8.25.53.104.00;809540896;0
8.25.53.106.00;811909534;0
8.25.53.107.18;811929641;0
8.25.53.108.07;811929633;0
8.25.53.109.113;811934458;0
8.25.53.111.18;811856803;0
8.25.53.112.00;812011456;0
8.25.53.113.00;809545244;0
8.25.53.114.07;811856542;0
8.25.53.12.00;811850267;0
8.25.53.128.00;809541097;0
8.25.53.129.00;809541106;0
8.25.53.13.00;811850282;0
8.25.53.17.00;811850330;0
8.25.53.18.00;811850304;0
8.25.53.20.00;811850324;0
8.25.53.23.00;811850317;0
8.25.53.27.95;811850118;0
8.25.53.30.114;811850165;0
8.25.53.33.95;811850147;0
8.25.53.35.00;812028103;0
8.25.53.35.114;811857349;0
8.25.53.36.00;812028095;0
8.25.53.37.00;811856773;0
8.25.53.38.00;811856744;0
8.25.53.39.00;809546197;0
8.25.53.40.00;812011043;0
8.25.53.41.00;809546084;0
8.25.53.42.00;811859306;0
8.25.53.45.00;811852470;0
8.25.53.50.00;811856461;0
8.25.53.51.00;811856452;0
8.25.53.52.00;811852381;0
8.25.53.53.00;811856428;0
8.25.53.55.00;811856481;0
8.25.53.63.00;812011098;0
8.25.53.66.00;812009466;0
8.25.53.86.00;811849230;0
8.25.53.88.00;811856469;0
8.25.53.90.18;811856509;0
8.25.53.92.00;812012207;0
8.25.53.93.00;812009944;0
8.25.53.94.00;811913180;0
8.25.53.95.00;812011648;0
8.25.53.96.00;812011956;0
8.25.53.97.00;812011981;0
8.25.53.98.00;812012084;0
8.25.53.99.00;812012121;0
8.25.54.01.17;809546324;0
8.25.57.01.07;809548762;0
8.25.57.02.00;809548674;0
8.25.57.03.00;809548713;0
8.25.57.04.00;812009670;0
8.25.57.05.00;812003456;0
8.25.57.06.00;812004879;0
8.25.57.07.00;812003350;0
8.25.57.08.00;812004597;0
8.25.57.09.00;812005035;0
8.25.57.106.00;811852209;0
8.25.57.107.07;811909200;0
8.25.57.108.18;811909239;0
8.25.57.109.11;811909289;0
8.25.57.11.00;812003045;0
8.25.57.111.11;811929735;0
8.25.57.117.00;811930839;0
8.25.57.12.00;812004242;0
8.25.57.120.00;811924613;0
8.25.57.121.00;811924627;0
8.25.57.126.10;811855258;0
8.25.57.127.00;811855360;0
8.25.57.128.00;811931898;0
8.25.57.13.00;809545898;0
8.25.57.130.01;811932251;0
8.25.57.134.00;812010792;0
8.25.57.138.69;811376345;0
8.25.57.139.06;811376430;0
8.25.57.14.00;809545961;0
8.25.57.140.07;811851307;0
8.25.57.141.18;811851321;0
8.25.57.142.03;811855582;0
8.25.57.143.57;811861593;0
8.25.57.144.06;811909142;0
8.25.57.145.06;811911275;0
8.25.57.148.18;811928747;0
8.25.57.149.11;811928790;0
8.25.57.15.00;809545928;0
8.25.57.150.69;812002211;0
8.25.57.151.07;812004675;0
8.25.57.152.69;812004767;0
8.25.57.153.69;812004826;0
8.25.57.154.69;812004849;0
8.25.57.155.06;812007057;0
8.25.57.157.06;812027929;0
8.25.57.16.00;811856629;0
8.25.57.161.00;811912770;0
8.25.57.162.06;811369792;0
8.25.57.165.06;811369753;0
8.25.57.18.00;811924441;0
8.25.57.180.07;811910955;0
8.25.57.182.11;811912923;0
8.25.57.183.06;811369946;0
8.25.57.184.10;812010553;0
8.25.57.19.00;812008332;0
8.25.57.20.00;811856679;0
8.25.57.21.16;812027986;0
8.25.57.23.18;809548786;0
8.25.57.24.11;809548817;0
8.25.57.26.07;811916067;0
8.25.57.27.01;809540935;0
8.25.57.28.00;811862086;0
8.25.57.29.07;809550172;0
8.25.57.31.18;812003613;0
8.25.57.32.07;812003340;0
8.25.57.33.18;812003717;0
8.25.57.34.00;811855632;0
8.25.57.35.11;812002166;0
8.25.57.36.07;811856592;0
8.25.57.37.18;811856625;0
8.25.57.38.16;812027969;0
8.25.57.39.16;812027982;0
8.25.57.42.06;811911039;0
8.25.57.46.17;812002774;0
8.25.57.47.69;809543810;0
8.25.57.48.57;812007245;0
8.25.57.49.57;812007273;0
8.25.57.50.07;811910311;0
8.25.57.54.00;811849471;0
8.25.57.55.00;809550186;0
8.25.57.56.00;812002543;0
8.25.57.60.11;812003290;0
8.25.57.61.18;811849922;0
8.25.57.63.07;811849519;0
8.25.57.64.18;811849744;0
8.25.57.65.07;811849402;0
8.25.57.66.00;811849437;0
8.25.57.68.07;811849969;0
8.25.57.70.07;811850075;0
8.25.57.71.00;811860114;0
8.25.57.72.07;811850018;0
8.25.57.73.18;811850029;0
8.25.57.74.07;811849488;0
8.25.57.75.00;811860064;0
8.25.57.76.18;811850005;0
8.25.57.77.07;811924502;0
8.25.57.78.00;811931769;0
8.25.57.80.18;811909087;0
8.25.57.83.07;811849991;0
8.25.57.84.18;811850101;0
8.25.57.85.07;811860092;0
8.25.57.86.00;811860078;0
8.25.57.88.00;811864663;0
8.25.57.92.00;809548394;0
8.25.57.93.00;809548410;0
8.25.57.94.00;809548486;0
8.25.57.95.07;809548507;0
8.25.57.96.18;809548548;0
8.25.57.97.00;809548611;0
8.25.58.01.00;812008661;0
8.25.58.02.00;812008515;0
8.25.58.03.00;811370407;0
8.25.58.14.00;811850465;0
8.25.58.18.00;811850552;0
8.25.58.22.18;811851130;0
8.25.58.24.06;811857409;0
8.25.58.25.07;811856890;0
8.25.69.01.00;809540885;0
8.25.69.02.00;811855465;0
8.25.69.03.00;811859317;0
8.25.69.04.00;811914550;0
8.25.69.05.00;812009647;0
8.25.69.06.00;811914531;0
8.25.69.07.00;811914525;0
8.25.69.08.00;811912746;0
8.25.69.09.00;811852346;0
8.25.69.10.00;812002119;0
8.25.69.11.00;809540872;0
8.25.69.13.00;812012161;0
8.25.69.14.00;812011487;0
8.25.69.16.00;811851953;0
8.25.69.17.00;811915031;0
8.25.69.19.00;811862322;0
8.25.69.20.00;811375839;0
8.25.69.21.00;811855204;0
8.25.69.22.00;811914540;0
8.25.69.23.00;811858768;0
8.25.69.24.00;811931026;0
8.25.69.25.00;811909038;0
8.25.69.26.00;811912331;0
8.25.70.03.00;812005635;0
8.25.70.04.07;811938706;0
8.25.70.08.07;811857345;0
8.25.70.10.07;811854912;0
8.25.70.12.18;811854935;0
8.25.70.13.10;811854901;0
8.25.70.16.07;812005500;0
8.25.70.26.10;811855295;0
8.25.70.29.10;811859401;0
8.25.70.30.18;811859406;0
8.25.70.31.00;811910662;0
8.25.70.33.00;811911763;0
8.25.70.39.00;811930296;0
8.25.70.41.10;811938753;0
8.25.70.46.00;812004867;0
8.25.70.47.02;812005173;0
8.25.70.48.00;812005242;0
8.25.70.50.07;812005423;0
8.25.70.51.06;812009531;0
8.25.70.53.18;812010769;0
8.25.71.01.07;811924333;0
8.25.71.20.00;812012471;0
8.25.71.21.07;809543397;0
8.25.71.23.00;811930675;0
8.25.71.24.18;812012482;0
8.25.72.01.00;812004199;0
8.25.72.02.00;812004082;0
8.25.72.03.00;812003829;0
8.25.72.04.00;812003902;0
8.25.72.05.00;812003974;0
8.25.72.07.18;811857014;0
8.25.72.08.07;811856994;0
8.25.72.09.08;811857008;0
8.25.72.10.113;811856988;0
8.25.72.11.07;811857001;0
8.25.72.12.00;812004154;0
8.25.74.01.01;811857200;0
8.25.74.02.10;811857380;0
8.25.74.04.06;811914968;0
8.25.74.06.06;812008065;0
8.25.74.07.06;812031633;0
8.25.74.10.06;811832009;0
8.25.75.11.18;811831981;0
8.25.75.13.00;811832197;0
8.25.75.33.00;812028331;0
8.25.75.34.10;812028345;0
8.25.75.51.10;809543637;0
8.25.75.73.00;812028385;0
8.25.81.03.00;811924493;0
8.25.86.04.18;811849365;0
8.25.86.06.18;811849352;0
8.25.86.07.07;811849369;0
8.25.86.08.18;811856534;0
8.25.86.13.18;811850432;0
8.25.86.14.07;812002150;0
8.25.86.15.00;811849381;0
8.25.86.16.00;811850420;0
8.25.86.17.06;809540348;0
8.25.88.01.11;812011897;0
8.25.90.01.06;812032810;0
8.25.90.02.06;812032876;0
8.25.92.02.06;809547895;0
8.25.92.05.10;809550100;0
8.25.92.08.00;811931942;0
8.25.92.09.00;811932504;0
8.25.92.10.01;811932884;0
8.25.92.11.01;811933103;0
8.25.92.16.00;812032088;0
8.25.94.02.57;811929803;0
8.25.94.08.08;811930504;0
8.25.94.09.17;811930487;0
8.25.94.13.00;811928606;0
8.25.94.14.00;811928570;0
8.25.98.01.00;811909774;0
8.25.98.04.07;811910634;0
8.25.98.05.18;811910715;0
8.25.99.01.00;811938635;0
8.25.99.03.00;811852275;0
8.26.138.01.06;811917381;0
8.26.138.02.06;811917186;0
8.26.138.03.06;811917256;0
8.26.138.04.06;811917314;0
8.26.138.05.06;811916884;0
8.26.138.06.06;811917022;0
8.26.138.07.06;811917124;0
8.26.138.23.07;811918352;0
8.26.138.25.07;811918381;0
8.26.138.30.12;811918498;0
8.26.138.31.12;811918745;0
8.26.138.32.12;811918756;0
8.26.138.33.12;811918452;0
8.26.138.34.12;811918469;0
8.26.138.37.10;811918416;0
8.26.138.40.10;811918397;0
8.26.138.41.10;811918404;0
8.26.138.51.06;811916188;0
8.26.138.57.07;811918152;0
8.26.138.58.07;811918171;0
8.26.138.60.07;811918091;0
8.26.138.62.07;811918128;0
8.26.138.64.18;811918255;0
8.26.138.77.11;811918056;0
8.26.138.78.11;811917709;0
8.26.138.80.11;811917919;0
8.27.01.01.07;812032124;0
8.27.01.02.18;812032149;0
8.27.01.03.07;812032178;0
8.27.01.04.18;812032224;0
8.27.04.01.07;812032617;0
8.27.04.02.18;812032648;0
8.27.04.06.06;812032277;0
8.27.04.08.18;812032309;0
8.27.47.03.07;811924887;0
8.27.47.04.11;811924914;0
8.27.57.02.07;811924825;0
8.27.57.03.18;811924852;0
8.27.70.03.10;812010942;0
8.27.92.02.00;812032355;0
8.29.01.02.27;811855319;0
8.29.01.03.10;812010832;0
8.29.47.11.10;811357093;0
8.29.47.14.17;812010865;0
8.29.47.19.18;811357293;0
8.30.109.01.00;811849118;0
8.30.109.04.11;811849093;0
8.30.109.05.00;811930570;0
8.30.116.02.00;809545508;0
8.30.148.05.00;811930742;0
8.30.148.07.00;811371515;0
8.30.148.08.18;811371748;0
8.30.148.11.00;811371421;0
8.30.148.14.18;811372244;0
8.30.148.20.00;811373560;0
8.30.148.21.00;811373508;0
8.30.148.24.00;811371881;0
8.30.23.01.01;811847318;0
8.30.23.02.06;811847306;0
8.30.26.02.57;811915042;0
8.30.26.03.69;811852511;0
8.30.26.06.16;811858800;0
8.30.33.01.10;811849140;0
8.30.33.04.00;811925418;0
8.30.33.12.00;811925022;0
8.30.33.13.00;811925110;0
8.30.33.28.00;809545741;0
8.30.33.32.00;809545812;0
8.30.33.35.00;811373740;0
8.30.33.39.00;811375710;0
8.30.33.41.00;811925493;0
8.30.33.43.00;811375123;0
8.30.33.44.00;811375248;0
8.30.33.46.00;812006793;0
8.30.33.47.00;809545658;0
8.30.33.50.00;811372963;0
8.30.53.10.18;812006121;0
8.30.53.11.07;812005979;0
8.30.53.12.00;812006065;0
8.30.53.13.18;811934083;0
8.30.53.14.07;811933768;0
8.30.53.16.69;809545864;0
8.30.53.18.06;811847118;0
8.30.53.22.06;811924935;0
8.30.53.26.00;811857418;0
8.30.53.38.00;811938185;0
8.30.53.49.00;811369234;0
8.30.53.51.00;809544034;0
8.30.53.52.00;812027532;0
8.30.53.53.00;811924673;0
8.30.53.54.00;811931478;0
8.30.53.55.00;812011180;0
8.30.53.56.00;809540275;0
8.30.53.58.00;811931608;0
8.30.53.59.00;811372936;0
8.30.53.60.00;811857831;0
8.30.53.69.11;811367011;0
8.30.53.71.11;812027527;0
8.30.53.73.69;811373060;0
8.30.53.74.69;811373189;0
8.30.53.78.69;811373021;0
8.30.57.04.00;811928825;0
8.30.57.06.07;811366893;0
8.30.57.11.69;809549997;0
8.30.57.12.69;809549956;0
8.30.57.15.07;811928814;0
8.30.57.20.07;811928949;0
8.30.57.21.18;811929078;0
8.30.57.24.69;811366560;0
8.30.57.25.69;811366672;0
8.30.57.38.69;809544118;0
8.30.57.39.69;811855231;0
8.30.57.40.69;811914635;0
8.30.57.41.69;811914674;0
8.30.57.42.69;811914753;0
8.30.57.47.69;811913092;0
8.30.74.01.01;812031860;0
8.30.92.03.69;809545284;0
8.30.92.19.00;812031900;0
8.30.92.20.00;812031914;0
8.30.96.02.00;811928849;0
8.61.130.01.06;811913812;0
8.61.130.02.06;811913912;0
8.61.130.03.10;811913891;0
8.61.130.04.07;811913774;0
8.61.130.05.18;811913932;0
8.61.130.07.11;811913968;0
8.61.130.16.06;811857782;0
8.61.130.17.10;811857788;0
8.61.130.22.07;811913469;0
8.61.130.23.06;811913509;0
8.61.130.24.10;811913531;0
8.61.130.25.00;811913598;0
8.61.130.27.18;811913637;0
8.61.130.51.08;811914160;0
8.61.130.52.10;811914182;0
8.61.130.53.08;811914192;0
8.61.130.54.02;811914220;0
8.61.130.55.18;811914224;0
8.61.130.58.06;811914300;0
8.61.130.59.10;811914329;0
8.61.130.62.18;811914424;0
